name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
Buhara Ocakbasi Restaurant,"Takeout, Delivery, Reservations, Outdoor Seating, Seating, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Street Parking, ","Seafood, Healthy, ","Breakfast, Lunch, Dinner, Drinks, ","Vegan Options, Halal, Gluten Free Options, ",Since From 1979 We Are Here To Serve You The Tasteof East And Southeast Food With Our New Decoration And Serving Quality Waiting For Our Respectable Customers,5.0,Alemdar Mah. Nuruosmaniye Cad. No: 7 Sultanahmet,Turkey,,"{'latitude': '41.01028', 'longitude': '28.97514'}",https://media-cdn.tripadvisor.com/media/photo-o/15/f3/92/42/barbecue.jpg
Fish Home AhhirkapI restaurant,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Street Parking, Accepts Credit Cards, Table Service, ","Seafood, Healthy, ","Breakfast, Lunch, Dinner, Late Night, Drinks, ","Vegan Options, Halal, Gluten Free Options, ",,5.0,"Cankurtaran Mahallesi, Ahir Kapi cad, No 36 Sultanahmet",Turkey,,"{'latitude': '41.00323', 'longitude': '28.980038'}",https://media-cdn.tripadvisor.com/media/daodao/photo-o/17/f1/87/3d/photo0jpg.jpg
Ziya Sark Sofrasi,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, ","Barbecue, Turkish, Healthy, Middle Eastern, ","Lunch, Dinner, ","Vegetarian Friendly, Halal, ",To provide our customers with the best service and taste in our restaurant restaurant kebab lahmacun,5.0,Hocapasa Mah. Hocapasa Camii Sok. No: 15/A Fatih-Sirkeci,Turkey,,"{'latitude': '41.01403', 'longitude': '28.975342'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/42/22/33/ziya-sark-sofrasi.jpg
Garden 1897 Restaurant,"Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, ","Turkish, Mediterranean, Barbecue, Fusion, ","Breakfast, Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, ",we are welcoming you to GARDEN 1897 RESTAURANT for your lunch ,5.0,Sehit Mehmet Pasa Sokak No:5 Inside Of Garden House Hotel,Turkey,,"{'latitude': '41.003986', 'longitude': '28.97256'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/15/e9/c6/great-evening.jpg
Las Tapas Restaurant,"Seating, Table Service, Reservations, ","International, Turkish, ","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks, ",,"Located at the heart of Camden, offering delicious turkish and Mediterranean Cuisine, cooked on original charcoal grill. For private, group and special occasions. Enjoy the surroundings of our indoor garden or lunch on the outside terrace.",5.0,alemdar mah. catalcesme sokak no:5/A Fatih/istanbul,Turkey,,"{'latitude': '41.008713', 'longitude': '28.974138'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/bd/98/c0/ta-img-20210314-144324.jpg
Turkish Cuisine,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Digital Payments, ","Mediterranean, Barbecue, Turkish, Middle Eastern, ","Lunch, Dinner, Late Night, Drinks, ","Gluten Free Options, Halal, ",Near by sultanahmet center 5 munite far by walk behind small ayasofya mosque nice and otantic place we have all kind of turkish berbecue and food,5.0,Kucuk Ayasofya Mah. Kadirga Limani Cad. No: 96/B Fatih,Turkey,,"{'latitude': '41.00483', 'longitude': '28.970818'}",https://media-cdn.tripadvisor.com/media/photo-o/19/fd/06/54/turkish-cuisine.jpg
Kumkapi Kosem Fish Restaurant,"Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Free off-street parking, Wine and Beer, Digital Payments, BYOB, Family style, Sports bars, Gift Cards Available, ","Seafood, ","Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, ",Since 1980 we have history of kumkap,5.0,Buyuk komurcu sokak no 6 Muhsinehatun Mahallesi fatih,Turkey,,"{'latitude': '41.004387', 'longitude': '28.964594'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/08/53/3f/grill-seabass.jpg
Querencia Restaurant,"Outdoor Seating, Seating, Table Service, Delivery, Takeout, Reservations, Private Dining, Street Parking, Valet Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Dog Friendly, Family style, Non-smoking restaurants, ","Mediterranean, Steakhouse, Bar, International, Turkish, ","Lunch, Dinner, Drinks, ",,The place where one,5.0,"Cankurtaran, Mimar Mehmet Aga Cd. No:23 Fatih",Turkey,,"{'latitude': '41.005478', 'longitude': '28.979916'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/ca/6b/f0/querencia-restaurant.jpg
Bitlisli,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Free Wifi, Accepts Credit Cards, Table Service, ","Turkish, Grill, Middle Eastern, Barbecue, Healthy, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Halal, ",,5.0,Hocapasa Mah. Hocapasa Camii Sok. No:2/B Sirkeci-Fatih,Turkey,,"{'latitude': '41.01363', 'longitude': '28.975525'}",https://media-cdn.tripadvisor.com/media/photo-o/17/9d/36/c2/bitlisli.jpg
Mesopotamian Terrace Restaurant,"Reservations, Outdoor Seating, Seating, Highchairs Available, Free Wifi, Accepts Credit Cards, Table Service, Digital Payments, ","Mediterranean, Turkish, Middle Eastern, Healthy, ","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ","Our Terrace Restaurant is Located in the Heart of Istanbul Sultanahmet.You can enjoy Wonderful View of The Marmara Sea Princess Islands,Bosphorus,Asian Side and Ofcourse The View Of Magnificent Hagia sophia Museum and Blue Mosgue....",5.0,"Akbiyik Cd, Kutlugun Sk. No.23 Sultanahmet",Turkey,,"{'latitude': '41.00657', 'longitude': '28.980927'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/7d/8f/16/photo0jpg.jpg
Gulhane Sark Sofrasi,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Private Dining, Free Wifi, Table Service, ","Seafood, Mediterranean, Barbecue, Turkish, Middle Eastern, Healthy, International, ","Late Night, Breakfast, Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",Tridinational anatolian grill mixed with local food and ottoman specialities we just dont serve food right here also we serve hearth of place with kindness Exprience of Gulhane Sark Sofrasi,5.0,AlayKosku Cad. No: 22,Turkey,,"{'latitude': '41.010918', 'longitude': '28.977882'}",https://media-cdn.tripadvisor.com/media/photo-o/19/ca/b5/cb/photo2jpg.jpg
Erhan Restaurant,"Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Mediterranean, European, Turkish, Healthy, Middle Eastern, ","Breakfast, Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",,5.0,"Binbirdirek Mahallesi, Klodfarer Caddesi No: 29/E Fatih",Turkey,,"{'latitude': '41.00613', 'longitude': '28.973186'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/7f/f2/f0/testi-kebab.jpg
Garden Mezze,"Family style, ","Steakhouse, Seafood, Barbecue, Turkish, Fusion, ","Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ","You can enjoy indoor and outdoor dining in the garden, enjoying alcoholic beverages, enjoying a quiet environment, listening to music, enjoying time with peace and harmony in a peaceful environment. You will find a unique combination of sea foods, middle eastern and turkish cuisines The garden is nice and one inside.",5.0,Binbirdirek. mah. Peykhane. Cd. no 16 Sultanahmet binbirdirek,Turkey,,"{'latitude': '41.006924', 'longitude': '28.972292'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/57/f7/e2/garden-mezze.jpg
Tubs Poutine,"Takeout, Television, Digital Payments, Free Wifi, Accepts Credit Cards, ","Canadian, Fast Food, Barbecue, Grill, Vietnamese, ","Dinner, Lunch, Brunch, Late Night, ",,"The quintessential comfort food, Poutine is a dish of French Canadian origin. The traditional Poutine consists of three main elements",4.0,13429 Briar Forest Dr,United States,Texas Gulf Coast,"{'latitude': '29.755728', 'longitude': '-95.62825'}",https://media-cdn.tripadvisor.com/media/photo-o/14/43/75/b9/lobster-poutine-the-london.jpg
Chama Gaucha Brazilian Steakhouse,"Gift Cards Available, Reservations, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","Steakhouse, Brazilian, South American, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ",,4.5,5865 Westheimer Rd,United States,Texas Gulf Coast,"{'latitude': '29.73758', 'longitude': '-95.48305'}",https://media-cdn.tripadvisor.com/media/photo-o/11/12/7d/31/photo9jpg.jpg
State Of Grace,"Reservations, Seating, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Highchairs Available, ","American, Seafood, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","With his two new restaurants, both in the same building, the acclaimed Atlanta chef continues what he started with State of Grace.",4.5,3258 Westheimer Rd,United States,Texas Gulf Coast,"{'latitude': '29.742428', 'longitude': '-95.42535'}",https://media-cdn.tripadvisor.com/media/daodao/photo-o/17/d1/26/77/img-20190614-140957-largejpg.jpg
Rainbow Lodge,"Gift Cards Available, Reservations, Outdoor Seating, Private Dining, Parking Available, Valet Parking, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","American, ","Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Iconic Houston Restaurant featuring Seafood and Wild Game and Steaks. Fabulous Sunday Brunch and quick tasty lunches. Stellar Wine Cellar. Private party spaces and exciting menus make The Lodge a popular spot for entertaining. Our dining rooms and patios are open and following all Covid19 safety protocol,4.5,2011 Ella Blvd at East TC Jester,United States,Texas Gulf Coast,"{'latitude': '29.804522', 'longitude': '-95.42981'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/54/66/44/tied-fly-bar-at-the-rainbow.jpg
Sal y Pimienta Kitchen,"Takeout, Reservations, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Highchairs Available, Gift Cards Available, ","Latin, Argentinean, South American, ","Lunch, Dinner, Late Night, Drinks, Brunch, ","Vegetarian Friendly, Gluten Free Options, ","Mixed greens, tomatoes ",4.5,818 Town and Country Blvd Ste 105 - City Centre,United States,Texas Gulf Coast,"{'latitude': '29.781681', 'longitude': '-95.56058'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/7e/27/be/tx818.jpg
Mezza Grille,"Takeout, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Gift Cards Available, Free off-street parking, Accepts Credit Cards, Wine and Beer, Free Wifi, ","American, Fusion, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Chef-owner Mike Tibi,4.5,6100 Westheimer Rd,United States,Texas Gulf Coast,"{'latitude': '29.738503', 'longitude': '-95.49126'}",https://media-cdn.tripadvisor.com/media/photo-o/11/35/7d/f4/mezza-grille.jpg
Pappas Bros. Steakhouse,"Takeout, Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, ","American, Steakhouse, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ",The Wine Enthusiast team has traveled coast to coast in search of the best wine restaurants in America. These 100 restaurants are worth the visit,4.5,5839 Westheimer Rd,United States,Texas Gulf Coast,"{'latitude': '29.73738', 'longitude': '-95.48163'}",https://media-cdn.tripadvisor.com/media/photo-o/14/09/98/56/strip-steak.jpg
Uchi,"Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Japanese, Sushi, Asian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Houston's diverse population has created a food scene with every cuisine you can imagine. Taste it all with this list of the best Houston restaurants.,4.5,904 Westheimer Rd,United States,Texas Gulf Coast,"{'latitude': '29.744913', 'longitude': '-95.39075'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/b4/87/aa/e-largejpg.jpg
Xochi,"Takeout, Outdoor Seating, Valet Parking, Gift Cards Available, Reservations, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Free Wifi, ","Mexican, Latin, ","Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Houston's diverse population has created a food scene with every cuisine you can imagine. Taste it all with this list of the best Houston restaurants.,4.5,1777 Walker St Suite A,United States,Texas Gulf Coast,"{'latitude': '29.754307', 'longitude': '-95.35909'}",https://media-cdn.tripadvisor.com/media/photo-o/12/74/cf/b6/photo7jpg.jpg
La Griglia,"Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Table Service, Parking Available, ","Italian, International, Contemporary, ","Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Tito's vodka, freshly squeezed lemon juice, sweet ",4.5,2002 West Gray St,United States,Texas Gulf Coast,"{'latitude': '29.753317', 'longitude': '-95.40863'}",https://media-cdn.tripadvisor.com/media/photo-o/14/d0/ff/ba/20180920-165722-largejpg.jpg
Taste of Texas,"Takeout, Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Private Dining, Accepts Credit Cards, Table Service, Gift Cards Available, ","American, Steakhouse, ","Lunch, Dinner, ","Vegetarian Friendly, Gluten Free Options, ","A Houston landmark famous for our perfectly-aged steaks and an award-winning wine list. Our dining room is open, and we have taken extra steps to ensure a wonderful and safe dining experience for our precious customers and staff. Voted Houston Chronicle's Best of the Best All Around Restaurant, Steakhouse, and Dining Experience 2020.",4.5,10505 Katy Fwy,United States,Texas Gulf Coast,"{'latitude': '29.782877', 'longitude': '-95.55681'}",https://media-cdn.tripadvisor.com/media/photo-o/12/af/e1/af/filet-oscar-tender-and.jpg
Masraff's,"Gift Cards Available, Reservations, Private Dining, Seating, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, ","American, Seafood, European, Grill, Wine Bar, ","Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",With cilantro and sweet chili butter,4.5,9655 Katy Fwy Suite 190,United States,Texas Gulf Coast,"{'latitude': '29.748156', 'longitude': '-95.46107'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/43/13/cd/20191209-131034-largejpg.jpg
Roost,"Reservations, Seating, Parking Available, Serves Alcohol, Delivery, Takeout, Private Dining, Street Parking, Free off-street parking, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Table Service, ","American, Southwestern, Seafood, Contemporary, Healthy, ","Dinner, Drinks, ","Vegetarian Friendly, ","Quaint farm-to-table style restaurant offering multiple shared style plates and hearty entrees. A revolving menu every 5-6 weeks keeps the menu fresh and new, with nightly specials and a approachable wine and beer list to match",4.5,1972 Fairview St Corner Of Hazard And Fairview,United States,Texas Gulf Coast,"{'latitude': '29.744812', 'longitude': '-95.40739'}",https://media-cdn.tripadvisor.com/media/photo-o/15/05/62/c7/salt-cod-fritters-with.jpg
Batanga,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Valet Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Wheelchair Accessible, Table Service, Free off-street parking, Accepts Credit Cards, ","Latin, Bar, Spanish, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Gluten Free Options, ",Sweet potato hash ,4.0,"908 Congress St Corner of Congress & Travis, across the street from Market Square Park",United States,Texas Gulf Coast,"{'latitude': '29.762562', 'longitude': '-95.36153'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/07/29/e7/30-foot-long-bar-with.jpg
